,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SqFtPerRoom,Total_Home_Quality,Total_Bathrooms,HighQualSF
10,3.044522437723423,RL,4.2626798770413155,9.32375833901174,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.583756300707112,7.583756300707112,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.810142450115136,Unf,0.0,4.90527477843843,6.947937068614969,GasA,Ex,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,None,Detchd,7.583756300707112,Unf,1,384,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,2,2008,WD,Normal,5.0077740618152236,10,2.0,6.947937068614969
11,4.110873864173311,RL,4.454347296253507,9.386392315756542,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,1.791759469228055,7.603897968521881,7.604396348796338,Hip,CompShg,WdShing,Wd Shng,Stone,5.659482215759621,Ex,TA,PConc,Ex,TA,No,GLQ,6.906754778648554,Unf,0.0,5.181783550292085,7.069874128458572,GasA,Ex,Y,SBrkr,7.075808863978387,7.04141166379481,0.0,7.751475318021456,0.6931471805599453,0.0,3,0.0,4,0.6931471805599453,Ex,2.4849066497880004,Typ,1.0986122886681096,Gd,BuiltIn,7.603897968521881,Fin,3,736,TA,TA,Y,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,New,Partial,5.049428565481969,14,4.0,7.751475318021456
12,3.044522437723423,RL,4.3067641501733345,9.470317173335742,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1.9459101490553132,7.5822291942764615,7.5822291942764615,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.6039438246004725,Unf,0.0,5.170483995038151,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.6094379124341003,Typ,0.0,None,Detchd,7.5822291942764615,Unf,1,352,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,None,None,None,0.0,9,2008,WD,Normal,5.030437921392435,11,2.0,6.816735880594968
13,3.044522437723423,RL,4.5217885770490405,9.273596821611198,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.604396348796338,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.3098814858247865,7.3098814858247865,GasA,Ex,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,7.604396348796338,RFn,3,840,TA,TA,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,New,Partial,5.0132984115157395,12,2.0,7.3098814858247865
14,3.044522437723423,RL,4.333361462692601,9.298442820197728,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1.791759469228055,7.581209826196346,7.581209826196346,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,TA,TA,CBlock,TA,TA,No,BLQ,6.598509028614515,Unf,0.0,6.255750041753367,7.134093721192866,GasA,TA,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,0.6931471805599453,0.0,1,0.6931471805599453,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,Fa,Attchd,7.581209826196346,RFn,1,352,TA,TA,Y,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,None,GdWo,None,0.0,5,2008,WD,Normal,5.060218794285084,11,2.5,7.134093721192866
15,3.828641396489095,RM,3.9512437185814275,8.71948076085107,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,2.1972245773362196,7.5652752818989315,7.601901959875166,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,Ex,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,None,Detchd,7.596894438144544,Unf,2,576,TA,TA,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,7,2007,WD,Normal,4.812184355372417,15,1.0,6.75110146893676
16,3.044522437723423,RL,4.513054897080286,9.32741204356202,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,2.0794415416798357,7.58629630715272,7.58629630715272,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,TA,Attchd,7.58629630715272,Fin,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Shed,6.55250788703459,3,2010,WD,Normal,4.972785069965158,13,2.0,6.912742820493176
17,4.51085950651685,RL,4.290459441148391,9.286560397887591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,1.791759469228055,7.584773077612199,7.584773077612199,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0.0,0.0,2,0.0,2,1.0986122886681096,TA,1.9459101490553132,Typ,0.0,None,CarPort,7.584773077612199,Unf,2,516,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Shed,6.2166061010848646,10,2006,WD,Normal,4.8721392168423305,9,2.0,7.167809184316444
18,3.044522437723423,RL,4.204692619390966,9.524859098381523,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,1.791759469228055,7.60339933974067,7.60339933974067,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,6.472346294500901,Unf,0.0,6.150602768446279,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,None,Detchd,7.60339933974067,Unf,2,576,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2008,WD,Normal,4.826534377402224,10,2.5,7.016609683894219
19,3.044522437723423,RL,4.2626798770413155,8.93075873555827,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553132,7.580189417944541,7.583756300707112,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.22455842927536,Unf,0.0,6.26530121273771,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Min1,0.0,None,Attchd,7.580189417944541,Unf,1,294,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2009,COD,Abnorml,5.126193634730528,11,1.0,7.200424892944957
20,4.110873864173311,RL,4.624972813284271,9.562123369834488,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,1.791759469228055,7.603897968521881,7.604396348796338,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.055312843339752,7.055312843339752,GasA,Ex,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0.0,0.0,3,0.6931471805599453,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,Gd,BuiltIn,7.603897968521881,RFn,3,853,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2006,New,Partial,5.139991315310298,13,3.5,7.773594467360194
21,3.828641396489095,RM,4.060443010546419,8.915969311373605,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,2.0794415416798357,7.565793282428515,7.576097340623111,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.45833828334479,6.45833828334479,GasA,Ex,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0.0,0.0,1,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,7.565793282428515,Unf,1,280,TA,TA,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,None,GdPrv,None,0.0,6,2007,WD,Normal,4.93806460126142,14,1.0,7.011213987350367
22,3.044522437723423,RL,4.330733340286331,9.184304357425342,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,1.791759469228055,7.602401335665818,7.602401335665818,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.48324441607385,7.48324441607385,GasA,Ex,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,7.602401335665818,RFn,2,534,TA,TA,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2008,WD,Normal,5.195730777772936,13,2.0,7.493317248862145
23,4.795790545596741,RM,3.8066624897703196,8.348774539791274,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,2.0794415416798357,7.589335823170617,7.589335823170617,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.734591659972948,Unf,0.0,5.303304908059076,6.947937068614969,GasA,TA,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,7.589335823170617,Unf,2,572,TA,TA,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,4.894101477840304,12,2.0,6.966967138613983
24,3.044522437723423,RL,4.2626798770413155,9.017604776833355,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,2.1972245773362196,7.585281078639126,7.601901959875166,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,5.241747015059643,ALQ,6.505784060128229,5.3230099791384085,6.966967138613983,GasA,Ex,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,7.585281078639126,Unf,1,270,TA,TA,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2010,WD,Normal,4.894101477840304,13,2.0,6.966967138613983
25,3.044522437723423,RL,4.709530201312334,9.56317796268366,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,1.791759469228055,7.60489448081162,7.60489448081162,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.356918242356021,7.356918242356021,GasA,Ex,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,7.60489448081162,RFn,3,890,TA,TA,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,5.081404364984463,13,2.0,7.3783837129967145
26,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2.0794415416798357,7.5766097669730375,7.601402334583733,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,5.459585514144159,Rec,6.18826412308259,5.198497031265826,6.803505257608338,GasA,TA,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,None,Detchd,7.603897968521881,Unf,2,576,TA,TA,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,4.864232301059824,12,1.5,6.803505257608338
27,3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,1.791759469228055,7.60489448081162,7.605392364814934,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Gd,TA,PConc,Ex,TA,No,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,7.4413203897176174,GasA,Ex,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,7.605392364814934,RFn,3,772,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,5.1440000061636795,13,3.0,7.4413203897176174
28,3.044522437723423,RL,3.8712010109078907,9.700269170029188,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553132,7.579678823090456,7.599901959208498,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,7.15305163493748,Unf,0.0,5.337538079701318,7.3031700512368,GasA,TA,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,1.9459101490553132,Typ,1.0986122886681096,Gd,Attchd,7.579678823090456,RFn,1,319,TA,TA,Y,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Normal,5.303304908059076,11,2.0,7.3783837129967145
29,3.4339872044851463,RM,4.110873864173311,8.752265313595721,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,1.9459101490553132,7.564238475170491,7.576097340623111,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.255750041753367,6.255750041753367,GasA,Fa,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0.0,0.0,1,0.0,1,0.6931471805599453,Fa,1.6094379124341003,Typ,0.0,None,Detchd,7.560601162768557,Unf,1,240,Fa,TA,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,4.473541743509655,10,1.0,6.255750041753367
30,4.2626798770413155,C (all),3.9318256327243257,9.04793908261736,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,1.6094379124341003,7.560601162768557,7.576097340623111,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.476972362889683,6.476972362889683,GasA,TA,N,SBrkr,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,None,Detchd,7.560601162768557,Unf,1,250,TA,Fa,N,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,None,MnPrv,None,0.0,7,2008,WD,Normal,5.109726196740486,8,1.0,7.183870715062453
31,3.044522437723423,RL,4.239886867512759,9.053101595549691,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1.9459101490553132,7.584264818389059,7.604396348796338,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.113956109566034,7.113956109566034,GasA,Gd,Y,SBrkr,7.113956109566034,0.0,0.0,7.113956109566034,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,None,Attchd,7.584264818389059,Unf,1,271,TA,TA,Y,0.0,4.189654742026425,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6,2008,WD,Normal,4.923219795056268,11,1.5,7.113956109566034
